imputer,missing_rate,replicate,model,f1_macro,bal_acc
SimpleMean,0.0,9,GB,0.8042421210029905,0.7833333333333333
SimpleMean,0.0,9,EnsembleSoft,0.9419927536231885,0.9333333333333332
SimpleMean,0.0,9,EnsembleHard,0.9274472990777338,0.925
SimpleMean,0.05,0,SVC,0.9152733860342556,0.9083333333333334
SimpleMean,0.05,0,LogReg,0.9072264571177614,0.9037878787878787
SimpleMean,0.05,0,RF,0.8674588744588745,0.8579545454545453
SimpleMean,0.05,0,GB,0.7975455896760245,0.7787878787878787
SimpleMean,0.05,0,EnsembleSoft,0.9226853943158291,0.9121212121212121
SimpleMean,0.05,0,EnsembleHard,0.9061305288913986,0.8958333333333334
SimpleMean,0.05,1,SVC,0.9373426501035196,0.9208333333333332
SimpleMean,0.05,1,LogReg,0.9072264571177614,0.9037878787878787
SimpleMean,0.05,1,RF,0.8859177175481523,0.8704545454545454
SimpleMean,0.05,1,GB,0.8164216580520927,0.7916666666666667
SimpleMean,0.05,1,EnsembleSoft,0.9298917435221783,0.9166666666666666
SimpleMean,0.05,1,EnsembleHard,0.9419927536231885,0.9333333333333332
SimpleMean,0.05,2,SVC,0.9464855072463768,0.9333333333333332
SimpleMean,0.05,2,LogReg,0.9271298387602736,0.9246212121212121
SimpleMean,0.05,2,RF,0.9128260869565217,0.8999999999999998
SimpleMean,0.05,2,GB,0.8475383432992128,0.8249999999999998
SimpleMean,0.05,2,EnsembleSoft,0.9232733860342556,0.9083333333333334
SimpleMean,0.05,2,EnsembleHard,0.9298188405797102,0.9166666666666666
SimpleMean,0.05,3,SVC,0.9373426501035196,0.9208333333333332
SimpleMean,0.05,3,LogReg,0.9143464868464868,0.9037878787878787
SimpleMean,0.05,3,RF,0.8983375682288726,0.8909090909090909
SimpleMean,0.05,3,GB,0.8274447774447774,0.8121212121212121
SimpleMean,0.05,3,EnsembleSoft,0.9298188405797102,0.9166666666666666
SimpleMean,0.05,3,EnsembleHard,0.9328498964803312,0.9208333333333332
SimpleMean,0.05,4,SVC,0.9349711086015434,0.9291666666666666
SimpleMean,0.05,4,LogReg,0.9226853943158291,0.9121212121212121
SimpleMean,0.05,4,RF,0.898280632411067,0.8916666666666666
SimpleMean,0.05,4,GB,0.7864545454545454,0.7583333333333334
SimpleMean,0.05,4,EnsembleSoft,0.9319400527009222,0.925
SimpleMean,0.05,4,EnsembleHard,0.9441139657444004,0.9416666666666667
SimpleMean,0.05,5,SVC,0.9227971955580652,0.9125
SimpleMean,0.05,5,LogReg,0.9149559257167953,0.9079545454545453
SimpleMean,0.05,5,RF,0.890925559947299,0.8787878787878787
SimpleMean,0.05,5,GB,0.8412771286684331,0.8246212121212121
SimpleMean,0.05,5,EnsembleSoft,0.9399400527009222,0.925
SimpleMean,0.05,5,EnsembleHard,0.9586594202898551,0.95
SimpleMean,0.05,6,SVC,0.9227971955580652,0.9125
SimpleMean,0.05,6,LogReg,0.9297178304786999,0.9246212121212121
SimpleMean,0.05,6,RF,0.9061305288913986,0.8958333333333334
SimpleMean,0.05,6,GB,0.797387079908819,0.7750000000000001
SimpleMean,0.05,6,EnsembleSoft,0.9464855072463768,0.9333333333333332
SimpleMean,0.05,6,EnsembleHard,0.9319400527009222,0.925
SimpleMean,0.05,7,SVC,0.9464855072463768,0.9333333333333332
SimpleMean,0.05,7,LogReg,0.9297178304786999,0.9246212121212121
SimpleMean,0.05,7,RF,0.8915850743459439,0.8791666666666667
SimpleMean,0.05,7,GB,0.8082831299135647,0.7916666666666667
SimpleMean,0.05,7,EnsembleSoft,0.9399400527009222,0.925
SimpleMean,0.05,7,EnsembleHard,0.9373426501035196,0.9208333333333332
SimpleMean,0.05,8,SVC,0.9319400527009222,0.925
SimpleMean,0.05,8,LogReg,0.9076008532530271,0.9034090909090908
SimpleMean,0.05,8,RF,0.9007279314888011,0.8916666666666666
SimpleMean,0.05,8,GB,0.818942123094297,0.8079545454545455
SimpleMean,0.05,8,EnsembleSoft,0.9521139657444004,0.9416666666666667
SimpleMean,0.05,8,EnsembleHard,0.9319400527009222,0.925
SimpleMean,0.05,9,SVC,0.9227971955580652,0.9125
SimpleMean,0.05,9,LogReg,0.9149559257167953,0.9079545454545453
SimpleMean,0.05,9,RF,0.9128260869565217,0.8999999999999998
SimpleMean,0.05,9,GB,0.779830321852061,0.7662878787878789
SimpleMean,0.05,9,EnsembleSoft,0.9031139657444005,0.8916666666666666
SimpleMean,0.05,9,EnsembleHard,0.9344927536231884,0.9166666666666666
SimpleMean,0.1,0,SVC,0.9227971955580652,0.9125
SimpleMean,0.1,0,LogReg,0.9149559257167953,0.9079545454545453
SimpleMean,0.1,0,RF,0.8486911035824078,0.8409090909090908
SimpleMean,0.1,0,GB,0.765132484262919,0.7412878787878789
SimpleMean,0.1,0,EnsembleSoft,0.9344927536231884,0.9166666666666666
SimpleMean,0.1,0,EnsembleHard,0.9227971955580652,0.9125
SimpleMean,0.1,1,SVC,0.9373426501035196,0.9208333333333332
SimpleMean,0.1,1,LogReg,0.9309299516908212,0.9166666666666666
SimpleMean,0.1,1,RF,0.8702178304787,0.8541666666666666
SimpleMean,0.1,1,GB,0.8352040278562016,0.8329545454545455
SimpleMean,0.1,1,EnsembleSoft,0.9345995670995672,0.9371212121212121
SimpleMean,0.1,1,EnsembleHard,0.9586594202898551,0.95
SimpleMean,0.1,2,SVC,0.9373426501035196,0.9208333333333332
SimpleMean,0.1,2,LogReg,0.9276240667545016,0.9287878787878787
SimpleMean,0.1,2,RF,0.8972916214220561,0.8791666666666667
SimpleMean,0.1,2,GB,0.7472902821815866,0.7367424242424242
SimpleMean,0.1,2,EnsembleSoft,0.9354472990777338,0.925
SimpleMean,0.1,2,EnsembleHard,0.9309510417119112,0.9125
SimpleMean,0.1,3,SVC,0.9464855072463768,0.9333333333333332
SimpleMean,0.1,3,LogReg,0.9341622749231444,0.9371212121212121
SimpleMean,0.1,3,RF,0.8864472990777339,0.8666666666666666
SimpleMean,0.1,3,GB,0.8069832269180095,0.7863636363636364
SimpleMean,0.1,3,EnsembleSoft,0.9496212121212121,0.9454545454545455
SimpleMean,0.1,3,EnsembleHard,0.9464855072463768,0.9333333333333332
SimpleMean,0.1,4,SVC,0.8939711086015434,0.8791666666666667
SimpleMean,0.1,4,LogReg,0.9219883618796662,0.9204545454545453
SimpleMean,0.1,4,RF,0.9056926406926407,0.8954545454545453
SimpleMean,0.1,4,GB,0.7910286195286196,0.7875
SimpleMean,0.1,4,EnsembleSoft,0.9149472990777339,0.9083333333333332
SimpleMean,0.1,4,EnsembleHard,0.9294927536231883,0.9166666666666666
SimpleMean,0.1,5,SVC,0.913654338415208,0.9
SimpleMean,0.1,5,LogReg,0.9054227053140096,0.8958333333333333
SimpleMean,0.1,5,RF,0.887163749294184,0.8746212121212121
SimpleMean,0.1,5,GB,0.7805606784519827,0.7662878787878789
SimpleMean,0.1,5,EnsembleSoft,0.8820043290043289,0.8746212121212121
SimpleMean,0.1,5,EnsembleHard,0.8827678118982467,0.8666666666666666
SimpleMean,0.1,6,SVC,0.9346521739130434,0.9166666666666666
SimpleMean,0.1,6,LogReg,0.9152965054269402,0.9079545454545453
SimpleMean,0.1,6,RF,0.89260114523158,0.8666666666666666
SimpleMean,0.1,6,GB,0.7223864283864284,0.6916666666666667
SimpleMean,0.1,6,EnsembleSoft,0.9095938988547683,0.8833333333333332
SimpleMean,0.1,6,EnsembleHard,0.9346521739130434,0.9166666666666666
SimpleMean,0.1,7,SVC,0.9495165631469978,0.9375
SimpleMean,0.1,7,LogReg,0.9283044419348767,0.9162878787878788
SimpleMean,0.1,7,RF,0.9054710144927537,0.8954545454545453
SimpleMean,0.1,7,GB,0.8378964151790239,0.8280303030303029
SimpleMean,0.1,7,EnsembleSoft,0.9399400527009222,0.925
SimpleMean,0.1,7,EnsembleHard,0.9373426501035196,0.9208333333333332
SimpleMean,0.1,8,SVC,0.913654338415208,0.9
SimpleMean,0.1,8,LogReg,0.8959177175481523,0.8996212121212122
SimpleMean,0.1,8,RF,0.89413777526821,0.8708333333333332
SimpleMean,0.1,8,GB,0.7793418859723207,0.774621212121212
SimpleMean,0.1,8,EnsembleSoft,0.9354472990777338,0.925
SimpleMean,0.1,8,EnsembleHard,0.8856177083785779,0.8708333333333333
SimpleMean,0.1,9,SVC,0.9464855072463768,0.9333333333333332
SimpleMean,0.1,9,LogReg,0.9220893719806764,0.9125
SimpleMean,0.1,9,RF,0.8697424242424242,0.8575757575757577
SimpleMean,0.1,9,GB,0.7641746441963833,0.7617424242424242
SimpleMean,0.1,9,EnsembleSoft,0.9226853943158291,0.9121212121212121
SimpleMean,0.1,9,EnsembleHard,0.9464855072463768,0.9333333333333332
SimpleMean,0.2,0,SVC,0.8966615847920195,0.8833333333333334
SimpleMean,0.2,0,LogReg,0.9418917435221783,0.9412878787878787
SimpleMean,0.2,0,RF,0.898280632411067,0.8916666666666666
SimpleMean,0.2,0,GB,0.7677755561668604,0.7513636363636362
SimpleMean,0.2,0,EnsembleSoft,0.9227971955580652,0.9125
SimpleMean,0.2,0,EnsembleHard,0.9349711086015434,0.9291666666666666
SimpleMean,0.2,1,SVC,0.8966615847920195,0.8833333333333334
SimpleMean,0.2,1,LogReg,0.8642372482589874,0.8700757575757576
SimpleMean,0.2,1,RF,0.8583160173160171,0.8454545454545453
SimpleMean,0.2,1,GB,0.7245262129175172,0.708409090909091
SimpleMean,0.2,1,EnsembleSoft,0.8969876717485412,0.8833333333333334
SimpleMean,0.2,1,EnsembleHard,0.8856177083785779,0.8708333333333333
SimpleMean,0.2,2,SVC,0.9197705314009662,0.9
SimpleMean,0.2,2,LogReg,0.9068260869565219,0.8916666666666666
SimpleMean,0.2,2,RF,0.8557721409025756,0.8329545454545453
SimpleMean,0.2,2,GB,0.8219909221213568,0.8166666666666667
SimpleMean,0.2,2,EnsembleSoft,0.9143370759675108,0.8958333333333333
SimpleMean,0.2,2,EnsembleHard,0.9143370759675108,0.8958333333333333
SimpleMean,0.2,3,SVC,0.9259726867335563,0.9083333333333332
SimpleMean,0.2,3,LogReg,0.9021725738030085,0.8871212121212121
SimpleMean,0.2,3,RF,0.89359448522492,0.8871212121212121
SimpleMean,0.2,3,GB,0.7991832298136645,0.7733333333333332
SimpleMean,0.2,3,EnsembleSoft,0.91660114523158,0.9083333333333334
SimpleMean,0.2,3,EnsembleHard,0.8947605655214351,0.875
SimpleMean,0.2,4,SVC,0.9123370759675108,0.8958333333333333
SimpleMean,0.2,4,LogReg,0.8994969885187276,0.8912878787878787
SimpleMean,0.2,4,RF,0.8896325992847732,0.8787878787878789
SimpleMean,0.2,4,GB,0.7000998059911104,0.6825757575757575
SimpleMean,0.2,4,EnsembleSoft,0.8989970826275174,0.8912878787878787
SimpleMean,0.2,4,EnsembleHard,0.9001631629240325,0.8791666666666667
SimpleMean,0.2,5,SVC,0.9495165631469978,0.9375
SimpleMean,0.2,5,LogReg,0.9509299516908213,0.9458333333333332
SimpleMean,0.2,5,RF,0.8769472990777338,0.8458333333333332
SimpleMean,0.2,5,GB,0.770063479193914,0.7571969696969697
SimpleMean,0.2,5,EnsembleSoft,0.9586594202898551,0.95
SimpleMean,0.2,5,EnsembleHard,0.9495165631469978,0.9375
SimpleMean,0.2,6,SVC,0.8860584101888449,0.8666666666666666
SimpleMean,0.2,6,LogReg,0.8885670368279064,0.8787878787878787
SimpleMean,0.2,6,RF,0.8713745312658355,0.8575757575757577
SimpleMean,0.2,6,GB,0.777053526183961,0.7583333333333333
SimpleMean,0.2,6,EnsembleSoft,0.8877678118982466,0.8666666666666666
SimpleMean,0.2,6,EnsembleHard,0.8789155530459878,0.8541666666666666
SimpleMean,0.2,7,SVC,0.8781688311688312,0.8704545454545455
SimpleMean,0.2,7,LogReg,0.8916398456615848,0.8909090909090909
SimpleMean,0.2,7,RF,0.8891947110860153,0.8784090909090908
SimpleMean,0.2,7,GB,0.8374800682409378,0.8242424242424242
SimpleMean,0.2,7,EnsembleSoft,0.9146131815044859,0.9
SimpleMean,0.2,7,EnsembleHard,0.9186926406926407,0.9162878787878788
SimpleMean,0.2,8,SVC,0.9253498964803313,0.9041666666666666
SimpleMean,0.2,8,LogReg,0.902782012673317,0.9037878787878787
SimpleMean,0.2,8,RF,0.8654350649350648,0.8492424242424242
SimpleMean,0.2,8,GB,0.7912530271660706,0.7905303030303029
SimpleMean,0.2,8,EnsembleSoft,0.9081399397703744,0.9037878787878787
SimpleMean,0.2,8,EnsembleHard,0.9298188405797102,0.9166666666666666
SimpleMean,0.2,9,SVC,0.9290037426341774,0.9125
SimpleMean,0.2,9,LogReg,0.9118065123282515,0.8992424242424242
SimpleMean,0.2,9,RF,0.8938593073593074,0.8787878787878787
SimpleMean,0.2,9,GB,0.8556016374929418,0.8492424242424242
SimpleMean,0.2,9,EnsembleSoft,0.9374472990777338,0.9287878787878787
SimpleMean,0.2,9,EnsembleHard,0.9168298295906991,0.8958333333333333
SimpleMean,0.3,0,SVC,0.9325238095238095,0.9208333333333334
SimpleMean,0.3,0,LogReg,0.8831038647342995,0.8691666666666666
SimpleMean,0.3,0,RF,0.8467454767454768,0.8371212121212122
SimpleMean,0.3,0,GB,0.7302498154019893,0.7242424242424242
SimpleMean,0.3,0,EnsembleSoft,0.9002705314009661,0.8749999999999998
SimpleMean,0.3,0,EnsembleHard,0.9203498964803313,0.9041666666666666
SimpleMean,0.3,1,SVC,0.8578076923076923,0.8416666666666666
SimpleMean,0.3,1,LogReg,0.8982487922705313,0.8912878787878787
SimpleMean,0.3,1,RF,0.7864454675759024,0.7625
SimpleMean,0.3,1,GB,0.7313618048618049,0.7146212121212121
SimpleMean,0.3,1,EnsembleSoft,0.9067360658665008,0.8916666666666666
SimpleMean,0.3,1,EnsembleHard,0.8968081845690541,0.875
SimpleMean,0.3,2,SVC,0.842212256342691,0.8291666666666666
SimpleMean,0.3,2,LogReg,0.877191856452726,0.8742424242424243
SimpleMean,0.3,2,RF,0.8668370759675108,0.8458333333333332
SimpleMean,0.3,2,GB,0.7731580810493853,0.7696969696969697
SimpleMean,0.3,2,EnsembleSoft,0.8947605655214351,0.8833333333333334
SimpleMean,0.3,2,EnsembleHard,0.8942632850241546,0.8791666666666667
SimpleMean,0.3,3,SVC,0.9464855072463768,0.9333333333333332
SimpleMean,0.3,3,LogReg,0.9374472990777338,0.9412878787878787
SimpleMean,0.3,3,RF,0.8274871794871794,0.8024999999999999
SimpleMean,0.3,3,GB,0.6956645745558789,0.7009090909090909
SimpleMean,0.3,3,EnsembleSoft,0.9353743961352657,0.9233333333333332
SimpleMean,0.3,3,EnsembleHard,0.9039510417119112,0.8875
SimpleMean,0.3,4,SVC,0.8742678118982466,0.875
SimpleMean,0.3,4,LogReg,0.8836298387602735,0.8988636363636363
SimpleMean,0.3,4,RF,0.8132167832167833,0.8037878787878787
SimpleMean,0.3,4,GB,0.7194365079365079,0.7121212121212122
SimpleMean,0.3,4,EnsembleSoft,0.8945938988547683,0.8833333333333332
SimpleMean,0.3,4,EnsembleHard,0.8522988677988679,0.8454545454545455
SimpleMean,0.3,5,SVC,0.8876704093008441,0.875
SimpleMean,0.3,5,LogReg,0.9186853943158292,0.9037878787878787
SimpleMean,0.3,5,RF,0.8466713286713287,0.8287878787878787
SimpleMean,0.3,5,GB,0.7702244277461668,0.7763636363636364
SimpleMean,0.3,5,EnsembleSoft,0.9025111241415589,0.8871212121212121
SimpleMean,0.3,5,EnsembleHard,0.8935904892209239,0.8704545454545454
SimpleMean,0.3,6,SVC,0.9373426501035196,0.9208333333333332
SimpleMean,0.3,6,LogReg,0.9076449275362319,0.8958333333333333
SimpleMean,0.3,6,RF,0.8593801054018446,0.8537878787878788
SimpleMean,0.3,6,GB,0.7966769028073377,0.7655303030303029
SimpleMean,0.3,6,EnsembleSoft,0.8969371980676328,0.8833333333333332
SimpleMean,0.3,6,EnsembleHard,0.9309299516908212,0.9166666666666666
SimpleMean,0.3,7,SVC,0.8614655344655345,0.8375
SimpleMean,0.3,7,LogReg,0.9217632850241545,0.9124999999999999
SimpleMean,0.3,7,RF,0.8202970362970363,0.7999999999999999
SimpleMean,0.3,7,GB,0.7082837259358999,0.7109848484848486
SimpleMean,0.3,7,EnsembleSoft,0.8878700043917436,0.8829545454545453
SimpleMean,0.3,7,EnsembleHard,0.8828154309458658,0.8666666666666666
SimpleMean,0.3,8,SVC,0.8854353665658014,0.8666666666666666
SimpleMean,0.3,8,LogReg,0.8871032156249548,0.8700757575757576
SimpleMean,0.3,8,RF,0.7934582880887229,0.7791666666666667
SimpleMean,0.3,8,GB,0.7521993730906775,0.7367424242424242
SimpleMean,0.3,8,EnsembleSoft,0.8921139657444005,0.8787878787878787
SimpleMean,0.3,8,EnsembleHard,0.8806276742581091,0.8666666666666666
SimpleMean,0.3,9,SVC,0.9164582880887229,0.9037878787878787
SimpleMean,0.3,9,LogReg,0.9336860844469541,0.9371212121212121
SimpleMean,0.3,9,RF,0.8402902821815864,0.8200757575757576
SimpleMean,0.3,9,GB,0.7802568011698446,0.7704545454545455
SimpleMean,0.3,9,EnsembleSoft,0.9126204278812974,0.8999999999999998
SimpleMean,0.3,9,EnsembleHard,0.9286322011322012,0.9204545454545455
"KNN(k=5,dist)",0.0,0,SVC,0.9319400527009222,0.925
"KNN(k=5,dist)",0.0,0,LogReg,0.9149559257167953,0.9079545454545453
"KNN(k=5,dist)",0.0,0,RF,0.9152733860342556,0.9083333333333334
"KNN(k=5,dist)",0.0,0,GB,0.8042421210029905,0.7833333333333333
"KNN(k=5,dist)",0.0,0,EnsembleSoft,0.9419927536231885,0.9333333333333332
"KNN(k=5,dist)",0.0,0,EnsembleHard,0.9274472990777338,0.925
"KNN(k=5,dist)",0.0,1,SVC,0.9319400527009222,0.925
"KNN(k=5,dist)",0.0,1,LogReg,0.9149559257167953,0.9079545454545453
"KNN(k=5,dist)",0.0,1,RF,0.9152733860342556,0.9083333333333334
"KNN(k=5,dist)",0.0,1,GB,0.8042421210029905,0.7833333333333333
"KNN(k=5,dist)",0.0,1,EnsembleSoft,0.9419927536231885,0.9333333333333332
"KNN(k=5,dist)",0.0,1,EnsembleHard,0.9274472990777338,0.925
"KNN(k=5,dist)",0.0,2,SVC,0.9319400527009222,0.925
"KNN(k=5,dist)",0.0,2,LogReg,0.9149559257167953,0.9079545454545453
"KNN(k=5,dist)",0.0,2,RF,0.9152733860342556,0.9083333333333334
"KNN(k=5,dist)",0.0,2,GB,0.8042421210029905,0.7833333333333333
"KNN(k=5,dist)",0.0,2,EnsembleSoft,0.9419927536231885,0.9333333333333332
"KNN(k=5,dist)",0.0,2,EnsembleHard,0.9274472990777338,0.925
"KNN(k=5,dist)",0.0,3,SVC,0.9319400527009222,0.925
"KNN(k=5,dist)",0.0,3,LogReg,0.9149559257167953,0.9079545454545453
"KNN(k=5,dist)",0.0,3,RF,0.9152733860342556,0.9083333333333334
"KNN(k=5,dist)",0.0,3,GB,0.8042421210029905,0.7833333333333333
"KNN(k=5,dist)",0.0,3,EnsembleSoft,0.9419927536231885,0.9333333333333332
"KNN(k=5,dist)",0.0,3,EnsembleHard,0.9274472990777338,0.925
"KNN(k=5,dist)",0.0,4,SVC,0.9319400527009222,0.925
"KNN(k=5,dist)",0.0,4,LogReg,0.9149559257167953,0.9079545454545453
"KNN(k=5,dist)",0.0,4,RF,0.9152733860342556,0.9083333333333334
"KNN(k=5,dist)",0.0,4,GB,0.8042421210029905,0.7833333333333333
"KNN(k=5,dist)",0.0,4,EnsembleSoft,0.9419927536231885,0.9333333333333332
"KNN(k=5,dist)",0.0,4,EnsembleHard,0.9274472990777338,0.925
"KNN(k=5,dist)",0.0,5,SVC,0.9319400527009222,0.925
"KNN(k=5,dist)",0.0,5,LogReg,0.9149559257167953,0.9079545454545453
"KNN(k=5,dist)",0.0,5,RF,0.9152733860342556,0.9083333333333334
"KNN(k=5,dist)",0.0,5,GB,0.8042421210029905,0.7833333333333333
"KNN(k=5,dist)",0.0,5,EnsembleSoft,0.9419927536231885,0.9333333333333332
"KNN(k=5,dist)",0.0,5,EnsembleHard,0.9274472990777338,0.925
"KNN(k=5,dist)",0.0,6,SVC,0.9319400527009222,0.925
"KNN(k=5,dist)",0.0,6,LogReg,0.9149559257167953,0.9079545454545453
"KNN(k=5,dist)",0.0,6,RF,0.9152733860342556,0.9083333333333334
"KNN(k=5,dist)",0.0,6,GB,0.8042421210029905,0.7833333333333333
"KNN(k=5,dist)",0.0,6,EnsembleSoft,0.9419927536231885,0.9333333333333332
"KNN(k=5,dist)",0.0,6,EnsembleHard,0.9274472990777338,0.925
"KNN(k=5,dist)",0.0,7,SVC,0.9319400527009222,0.925
"KNN(k=5,dist)",0.0,7,LogReg,0.9149559257167953,0.9079545454545453
"KNN(k=5,dist)",0.0,7,RF,0.9152733860342556,0.9083333333333334
"KNN(k=5,dist)",0.0,7,GB,0.8042421210029905,0.7833333333333333
"KNN(k=5,dist)",0.0,7,EnsembleSoft,0.9419927536231885,0.9333333333333332
"KNN(k=5,dist)",0.0,7,EnsembleHard,0.9274472990777338,0.925
"KNN(k=5,dist)",0.0,8,SVC,0.9319400527009222,0.925
"KNN(k=5,dist)",0.0,8,LogReg,0.9149559257167953,0.9079545454545453
"KNN(k=5,dist)",0.0,8,RF,0.9152733860342556,0.9083333333333334
"KNN(k=5,dist)",0.0,8,GB,0.8042421210029905,0.7833333333333333
"KNN(k=5,dist)",0.0,8,EnsembleSoft,0.9419927536231885,0.9333333333333332
"KNN(k=5,dist)",0.0,8,EnsembleHard,0.9274472990777338,0.925
"KNN(k=5,dist)",0.0,9,SVC,0.9319400527009222,0.925
"KNN(k=5,dist)",0.0,9,LogReg,0.9149559257167953,0.9079545454545453
"KNN(k=5,dist)",0.0,9,RF,0.9152733860342556,0.9083333333333334
"KNN(k=5,dist)",0.0,9,GB,0.8042421210029905,0.7833333333333333
"KNN(k=5,dist)",0.0,9,EnsembleSoft,0.9419927536231885,0.9333333333333332
"KNN(k=5,dist)",0.0,9,EnsembleHard,0.9274472990777338,0.925
"KNN(k=5,dist)",0.05,0,SVC,0.9319400527009222,0.925
"KNN(k=5,dist)",0.05,0,LogReg,0.9029631720936069,0.8912878787878787
"KNN(k=5,dist)",0.05,0,RF,0.8873627580149318,0.8787878787878789
"KNN(k=5,dist)",0.05,0,GB,0.8095949219862263,0.7996212121212121
"KNN(k=5,dist)",0.05,0,EnsembleSoft,0.9298188405797102,0.9166666666666666
"KNN(k=5,dist)",0.05,0,EnsembleHard,0.9464855072463768,0.9333333333333332
"KNN(k=5,dist)",0.05,1,SVC,0.9319400527009222,0.925
"KNN(k=5,dist)",0.05,1,LogReg,0.9149559257167953,0.9079545454545453
"KNN(k=5,dist)",0.05,1,RF,0.89359448522492,0.8871212121212121
"KNN(k=5,dist)",0.05,1,GB,0.8225540184453226,0.8037878787878787
"KNN(k=5,dist)",0.05,1,EnsembleSoft,0.9131240667545015,0.9079545454545455
"KNN(k=5,dist)",0.05,1,EnsembleHard,0.9441139657444004,0.9416666666666667
"KNN(k=5,dist)",0.05,2,SVC,0.9319400527009222,0.925
"KNN(k=5,dist)",0.05,2,LogReg,0.9271298387602736,0.9246212121212121
"KNN(k=5,dist)",0.05,2,RF,0.9152733860342556,0.9083333333333334
"KNN(k=5,dist)",0.05,2,GB,0.8443762035066383,0.8208333333333332
"KNN(k=5,dist)",0.05,2,EnsembleSoft,0.9521139657444004,0.9416666666666667
"KNN(k=5,dist)",0.05,2,EnsembleHard,0.9441139657444004,0.9416666666666667
"KNN(k=5,dist)",0.05,3,SVC,0.9373426501035196,0.9208333333333332
"KNN(k=5,dist)",0.05,3,LogReg,0.9271298387602736,0.9246212121212121
"KNN(k=5,dist)",0.05,3,RF,0.9079183135704874,0.9037878787878789
